userId	movie	rating
137	Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)	5
137	Forbidden Kingdom, The (2008)	4.5
137	Kung Fu Panda (2008)	5
138	Ace Ventura: When Nature Calls (1995)	1
138	Star Wars: Episode IV - A New Hope (1977)	4
138	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	4
138	Gladiator (2000)	2.5
138	Shanghai Noon (2000)	2.5
138	Patriot, The (2000)	4
138	Coyote Ugly (2000)	1
138	Unbreakable (2000)	2.5
138	Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)	2
138	O Brother, Where Art Thou? (2000)	3
138	Hannibal (2001)	1.5
138	Enemy at the Gates (2001)	4
138	Mummy Returns, The (2001)	2
138	Shrek (2001)	2.5
138	Lara Croft: Tomb Raider (2001)	1.5
138	From Hell (2001)	1.5
138	Vanilla Sky (2001)	0.5
138	Lord of the Rings: The Fellowship of the Ring, The (2001)	4
138	We Were Soldiers (2002)	3.5
138	Blade II (2002)	1.5
138	The Scorpion King (2002)	1
138	Spider-Man (2002)	3
138	Sum of All Fears, The (2002)	1.5
138	Bourne Identity, The (2002)	2.5
138	Minority Report (2002)	1.5
138	Reign of Fire (2002)	1.5
138	Road to Perdition (2002)	2.5
138	Austin Powers in Goldmember (2002)	1
138	8 Mile (2002)	1.5
138	Harry Potter and the Chamber of Secrets (2002)	3
138	Solaris (2002)	0.5
138	Lord of the Rings: The Two Towers, The (2002)	4
138	Two Weeks Notice (2002)	1.5
138	Italian Job, The (2003)	2
138	Hulk (2003)	1
138	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	3
138	Matrix Revolutions, The (2003)	2
138	Bad Santa (2003)	1.5
138	Hero (Ying xiong) (2002)	3
138	Big Fish (2003)	1.5
138	The Butterfly Effect (2004)	1
138	Kill Bill: Vol. 2 (2004)	3
138	Harry Potter and the Prisoner of Azkaban (2004)	3
138	Chronicles of Riddick, The (2004)	2
138	Bourne Supremacy, The (2004)	2
138	Resident Evil: Apocalypse (2004)	2
138	Shaun of the Dead (2004)	1
138	Incredibles, The (2004)	3.5
138	National Treasure (2004)	2
138	Kingdom of Heaven (2005)	1.5
138	Madagascar (2005)	2.5
138	Batman Begins (2005)	3
138	War of the Worlds (2005)	1.5
138	Island, The (2005)	1.5
138	History of Violence, A (2005)	2.5
138	Superman Returns (2006)	0.5
138	Apocalypto (2006)	2.5
138	Pan's Labyrinth (Laberinto del fauno, El) (2006)	1.5
138	Hot Fuzz (2007)	2
138	Grindhouse (2007)	1.5
138	Spider-Man 3 (2007)	1
138	Shrek the Third (2007)	1
138	Pirates of the Caribbean: At World's End (2007)	2
138	Death Proof (2007)	1
138	Transformers (2007)	2.5
138	Eastern Promises (2007)	3
138	Dark Knight, The (2008)	3.5
138	Kung Fu Panda (2008)	2.5
138	Incredible Hulk, The (2008)	1.5
138	Quantum of Solace (2008)	3
138	Dr. Horrible's Sing-Along Blog (2008)	3.5
138	Moon (2009)	1
138	X-Men Origins: Wolverine (2009)	0.5
138	Star Trek (2009)	3
138	Up (2009)	2.5
138	Harry Potter and the Half-Blood Prince (2009)	3
138	Shutter Island (2010)	1
138	Alice in Wonderland (2010)	1.5
138	How to Train Your Dragon (2010)	2
138	Toy Story 3 (2010)	2
138	Despicable Me (2010)	2.5
138	Red (2010)	2
138	Black Swan (2010)	2.5
138	Adjustment Bureau, The (2011)	2.5
138	Thor (2011)	2
138	Captain America: The First Avenger (2011)	2.5
138	Amazing Spider-Man, The (2012)	2.5
138	Looper (2012)	2
138	Iron Man 3 (2013)	1.5
138	Star Trek Into Darkness (2013)	2
138	Hobbit: The Desolation of Smaug, The (2013)	4
138	Big Hero 6 (2014)	3
138	Avengers: Age of Ultron (2015)	2
139	Toy Story (1995)	3
139	American President, The (1995)	4
139	Get Shorty (1995)	4
139	Copycat (1995)	3
139	Seven (a.k.a. Se7en) (1995)	4
139	Mr. Holland's Opus (1995)	4.5
139	White Squall (1996)	4
139	Broken Arrow (1996)	2.5
139	Happy Gilmore (1996)	3
139	Bridges of Madison County, The (1995)	4
139	Braveheart (1995)	4
139	Crimson Tide (1995)	4
139	Desperado (1995)	3
139	Devil in a Blue Dress (1995)	3
139	Net, The (1995)	3
139	Showgirls (1995)	2
139	Waterworld (1995)	4
139	Wild Bill (1995)	3
139	Hoop Dreams (1994)	3
139	Star Wars: Episode IV - A New Hope (1977)	4
139	Little Women (1994)	4
139	Outbreak (1995)	3
139	L√©on: The Professional (a.k.a. The Professional) (L√©on) (1994)	5
139	Pulp Fiction (1994)	4
139	Shawshank Redemption, The (1994)	4
139	While You Were Sleeping (1995)	3
139	Clear and Present Danger (1994)	4
139	Client, The (1994)	3
139	Crow, The (1994)	3
139	Forrest Gump (1994)	4
139	Jungle Book, The (1994)	4
139	Lion King, The (1994)	4
139	Red Rock West (1992)	3
139	True Lies (1994)	4
139	Geronimo: An American Legend (1993)	3
139	Jurassic Park (1993)	4
139	Schindler's List (1993)	5
139	Ghost (1990)	3.5
139	Dances with Wolves (1990)	5
139	Beauty and the Beast (1991)	5
139	Twister (1996)	3
139	Daylight (1996)	4
139	Lone Star (1996)	4
139	Time to Kill, A (1996)	3.5
139	Ransom (1996)	4
139	Spitfire Grill, The (1996)	4
139	Godfather, The (1972)	5
139	My Fair Lady (1964)	4
139	Gone with the Wind (1939)	5
139	2001: A Space Odyssey (1968)	4
139	It's a Wonderful Life (1946)	3
139	African Queen, The (1951)	4
139	Love Bug, The (1969)	4
139	Parent Trap, The (1961)	4
139	Homeward Bound: The Incredible Journey (1993)	4
139	Swiss Family Robinson (1960)	4
139	Angels in the Outfield (1994)	4
139	Mary Poppins (1964)	4
139	Sound of Music, The (1965)	5
139	Long Kiss Goodnight, The (1996)	3
139	Great Race, The (1965)	3
139	Basic Instinct (1992)	3
139	Crying Game, The (1992)	3
139	Glengarry Glen Ross (1992)	2
139	Grifters, The (1990)	3
139	English Patient, The (1996)	3
139	One Flew Over the Cuckoo's Nest (1975)	3
139	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	4
139	Star Wars: Episode VI - Return of the Jedi (1983)	3.5
139	Alien (1979)	4
139	Boot, Das (Boat, The) (1981)	3
139	Terminator, The (1984)	3
139	Dead Poets Society (1989)	3
139	Bridge on the River Kwai, The (1957)	5
139	Great Escape, The (1963)	5
139	Unforgiven (1992)	4
139	Back to the Future (1985)	3
139	Patton (1970)	5
139	Indiana Jones and the Last Crusade (1989)	3
139	Field of Dreams (1989)	4.5
139	Cape Fear (1991)	3
139	Die Hard 2 (1990)	3
139	Jerry Maguire (1996)	4
139	Sneakers (1992)	3
139	Ghosts of Mississippi (1996)	4
139	Last of the Mohicans, The (1992)	4
139	Benny & Joon (1993)	4
139	Grosse Pointe Blank (1997)	5
139	Con Air (1997)	3
139	Face/Off (1997)	3
139	Men in Black (a.k.a. MIB) (1997)	3
139	Cop Land (1997)	4
139	Air Force One (1997)	3
139	Hunt for Red October, The (1990)	5
139	Edge, The (1997)	3
139	L.A. Confidential (1997)	4
139	Full Monty, The (1997)	1
139	Gattaca (1997)	2
139	Switchback (1997)	3
139	Witness (1985)	5
139	Amistad (1997)	3
139	Horse Whisperer, The (1998)	5
139	Wag the Dog (1997)	3
139	U.S. Marshals (1998)	3
139	Midnight Cowboy (1969)	3
139	Kramer vs. Kramer (1979)	4
139	Rain Man (1988)	4
139	Mask of Zorro, The (1998)	3
139	Dangerous Liaisons (1988)	3
139	Godfather: Part III, The (1990)	4
139	Saving Private Ryan (1998)	5
139	Journey of Natty Gann, The (1985)	4
139	101 Dalmatians (One Hundred and One Dalmatians) (1961)	4
139	Untouchables, The (1987)	4
139	Mortal Thoughts (1991)	3
139	Indecent Proposal (1993)	3
139	Ronin (1998)	4
139	Children of a Lesser God (1986)	4
139	Siege, The (1998)	3
139	Runaway Train (1985)	3
139	Enemy of the State (1998)	4
139	Miracle on 34th Street (1947)	3
139	First Blood (Rambo: First Blood) (1982)	4
139	Patch Adams (1998)	4
139	Varsity Blues (1999)	2
139	Crocodile Dundee (1986)	4
139	Payback (1999)	4
139	Entrapment (1999)	4
139	Superman (1978)	3
139	Limbo (1999)	4
139	Austin Powers: The Spy Who Shagged Me (1999)	0.5
139	Red Violin, The (Violon rouge, Le) (1998)	3.5
139	Arlington Road (1999)	3
139	Eyes Wide Shut (1999)	1
139	Ghostbusters (a.k.a. Ghost Busters) (1984)	4
139	Runaway Bride (1999)	4
139	Thomas Crown Affair, The (1968)	4
139	Head On (1998)	1
139	Big (1988)	4
139	Pelican Brief, The (1993)	3
139	American Beauty (1999)	4
139	For Love of the Game (1999)	4
139	Mystery, Alaska (1999)	3.5
139	Limey, The (1999)	3.5
139	From Russia with Love (1963)	3
139	Fistful of Dollars, A (Per un pugno di dollari) (1964)	4
139	Music of the Heart (1999)	3.5
139	Yojimbo (1961)	1
139	Felicia's Journey (1999)	3
139	McCabe & Mrs. Miller (1971)	3.5
139	Natural, The (1984)	4
139	River Runs Through It, A (1992)	3
139	Awakenings (1990)	4
139	Fisher King, The (1991)	3
139	Ride with the Devil (1999)	3
139	Hurricane, The (1999)	5
139	Goodbye Girl, The (1977)	3.5
139	League of Their Own, A (1992)	5
139	Patriot Games (1992)	4
139	To Sir with Love (1967)	4
139	Whole Nine Yards, The (2000)	4
139	Wonder Boys (2000)	2
139	Breaking Away (1979)	4
139	Bull Durham (1988)	5
139	American Graffiti (1973)	4.5
139	Bridge at Remagen, The (1969)	4
139	Erin Brockovich (2000)	3
139	Good Morning, Vietnam (1987)	4
139	True Grit (1969)	4
139	Outlaw Josey Wales, The (1976)	4
139	Rules of Engagement (2000)	3
139	Gladiator (2000)	4
139	Whipped (2000)	1
139	Mission: Impossible II (2000)	3
139	Guns of Navarone, The (1961)	4
139	Fabulous Baker Boys, The (1989)	3
139	Lonely Are the Brave (1962)	4
139	Badlands (1973)	3
139	Chicken Run (2000)	3
139	Patriot, The (2000)	4
139	Perfect Storm, The (2000)	4
139	Saving Grace (2000)	3.5
139	Replacements, The (2000)	2
139	Cat Ballou (1965)	4
139	Under Suspicion (2000)	3
139	Meet the Parents (2000)	2.5
139	Billy Elliot (2000)	3.5
139	Legend of Bagger Vance, The (2000)	4
139	You Can Count on Me (2000)	3
139	Proof of Life (2000)	4
139	Vertical Limit (2000)	2
139	Snatch (2000)	3
139	Chocolat (2000)	4
139	What Women Want (2000)	4
139	Cast Away (2000)	4
139	O Brother, Where Art Thou? (2000)	2
139	All the Pretty Horses (2000)	3
139	Thirteen Days (2000)	4
139	Traffic (2000)	4
139	Beverly Hills Cop (1984)	3
139	Lilies of the Field (1963)	4
139	Longest Yard, The (1974)	3
139	Enemy at the Gates (2001)	5
139	Dish, The (2001)	5
139	Driven (2001)	2
139	Shrek (2001)	3
139	Mississippi Burning (1988)	3.5
139	Sand Pebbles, The (1966)	4
139	Von Ryan's Express (1965)	4
139	Catch-22 (1970)	3
139	Legally Blonde (2001)	3.5
139	Score, The (2001)	3
139	Black Robe (1991)	3.5
139	Summer Catch (2001)	3
139	Big Trouble (2002)	2.5
139	Father Goose (1964)	4
139	It's a Mad, Mad, Mad, Mad World (1963)	3
139	Max Keeble's Big Move (2001)	3
139	Competition, The (1980)	3.5
139	Mulholland Drive (2001)	4
139	Heist (2001)	3
139	In the Bedroom (2001)	4
139	Little Women (1933)	4
139	Behind Enemy Lines (2001)	3
139	Ocean's Eleven (2001)	3
139	Vanilla Sky (2001)	2
139	Lord of the Rings: The Fellowship of the Ring, The (2001)	3
139	Majestic, The (2001)	3
139	I Am Sam (2001)	4
139	Shipping News, The (2001)	3.5
139	Snow Dogs (2002)	3
139	The Count of Monte Cristo (2002)	4
139	John Q (2002)	3
139	We Were Soldiers (2002)	3
139	Ice Age (2002)	4
139	High Crimes (2002)	4
139	Slap Shot (1977)	2
139	My Big Fat Greek Wedding (2002)	5
139	Enigma (2001)	3
139	Salton Sea, The (2002)	2.5
139	Spider-Man (2002)	3.5
139	Iron Will (1994)	3
139	Mountains of the Moon (1990)	3
139	Unfaithful (2002)	2.5
139	Star Wars: Episode II - Attack of the Clones (2002)	4
139	Sum of All Fears, The (2002)	3
139	Bourne Identity, The (2002)	4
139	Windtalkers (2002)	3
139	Minority Report (2002)	3
139	Road to Perdition (2002)	4
139	Austin Powers in Goldmember (2002)	1
139	xXx (2002)	3
139	Stakeout (1987)	4
139	Tom Horn (1980)	4
139	Gallipoli (1981)	3
139	Thief (1981)	5
139	The Emperor's Club (2002)	3.5
139	Zulu (1964)	3
139	Adaptation (2002)	3
139	Maid in Manhattan (2002)	2.5
139	Lord of the Rings: The Two Towers, The (2002)	4
139	Narc (2002)	3
139	Catch Me If You Can (2002)	4
139	Pianist, The (2002)	3
139	Bend It Like Beckham (2002)	3
139	Hunted, The (2003)	3
139	Phone Booth (2002)	3
139	Winged Migration (Peuple migrateur, Le) (2001)	3
139	Bruce Almighty (2003)	3.5
139	Finding Nemo (2003)	4
139	Italian Job, The (2003)	5
139	Nevada Smith (1966)	4
139	Flight of the Phoenix, The (1965)	4
139	Unforgiven, The (1960)	4.5
139	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	3.5
139	Seabiscuit (2003)	3.5
139	Ikiru (1952)	1
139	Matchstick Men (2003)	3.5
139	Once Upon a Time in Mexico (2003)	2.5
139	Rundown, The (2003)	3
139	Under the Tuscan Sun (2003)	3.5
139	Where Eagles Dare (1968)	4
139	Mystic River (2003)	3.5
139	Matrix Revolutions, The (2003)	3
139	Silverado (1985)	4
139	Bullitt (1968)	5
139	Something's Gotta Give (2003)	4
139	Cheaper by the Dozen (2003)	3
139	Miracle (2004)	4
139	Welcome to Mooseport (2004)	3
139	Hidalgo (2004)	3
139	The Alamo (2004)	3
139	Bridge Too Far, A (1977)	3.5
139	Bourne Supremacy, The (2004)	3.5
139	Collateral (2004)	3.5
139	Incredibles, The (2004)	4.5
139	I Am David (2003)	3
139	Interpreter, The (2005)	4
139	Aviator, The (2004)	3.5
139	Coach Carter (2005)	3
139	Pacifier, The (2005)	2
139	Sahara (2005)	2.5
139	Cinderella Man (2005)	4
139	Mr. & Mrs. Smith (2005)	3
139	War of the Worlds (2005)	3
139	Stealth (2005)	2.5
139	Four Brothers (2005)	4.5
139	History of Violence, A (2005)	3.5
139	Greatest Game Ever Played, The (2005)	4
139	Good Night, and Good Luck. (2005)	3.5
139	Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)	4
139	Memoirs of a Geisha (2005)	3.5
139	Three Burials of Melquiades Estrada, The (2006)	3.5
139	Munich (2005)	3.5
139	Eight Below (2006)	3
139	Shaggy Dog, The (2006)	1
139	Akeelah and the Bee (2006)	4
139	Lake House, The (2006)	3
139	Departed, The (2006)	3
139	Nativity Story, The (2006)	3.5
139	Blood Diamond (2006)	4
140	Toy Story (1995)	4
140	Ace Ventura: When Nature Calls (1995)	2
140	Seven (a.k.a. Se7en) (1995)	3
140	Happy Gilmore (1996)	3.5
140	Braveheart (1995)	3.5
140	Dumb & Dumber (Dumb and Dumber) (1994)	3
140	Star Wars: Episode IV - A New Hope (1977)	4
140	Pulp Fiction (1994)	4
140	Shawshank Redemption, The (1994)	4
140	Forrest Gump (1994)	4
140	Lion King, The (1994)	4
140	Dazed and Confused (1993)	3
140	Jurassic Park (1993)	3
140	Robin Hood: Men in Tights (1993)	4
140	Space Jam (1996)	4
140	Kingpin (1996)	2.5
140	Godfather, The (1972)	2.5
140	Princess Bride, The (1987)	3.5
140	Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)	3
140	Star Wars: Episode VI - Return of the Jedi (1983)	4.5
140	Back to the Future (1985)	2.5
140	Indiana Jones and the Last Crusade (1989)	2.5
140	Men in Black (a.k.a. MIB) (1997)	3.5
140	Gattaca (1997)	4
140	Lethal Weapon 4 (1998)	3
140	Breakfast Club, The (1985)	4
140	Saving Private Ryan (1998)	4
140	Austin Powers: The Spy Who Shagged Me (1999)	3
140	Big Daddy (1999)	3
140	Ghostbusters (a.k.a. Ghost Busters) (1984)	3.5
140	Christmas Story, A (1983)	3
140	Fight Club (1999)	5
140	Spaceballs (1987)	4
140	League of Their Own, A (1992)	4
140	Bull Durham (1988)	5
140	Caddyshack (1980)	5
140	Gladiator (2000)	5
140	Chicken Run (2000)	3
140	Patriot, The (2000)	3
140	Meet the Parents (2000)	3
140	Planes, Trains & Automobiles (1987)	4.5
140	Snatch (2000)	4.5
140	What Women Want (2000)	3.5
140	Cast Away (2000)	3.5
140	O Brother, Where Art Thou? (2000)	4.5
140	Shrek (2001)	4
140	Legally Blonde (2001)	2.5
140	American Pie 2 (2001)	2.5
140	Ocean's Eleven (2001)	4
140	Lord of the Rings: The Fellowship of the Ring, The (2001)	4
140	Ice Age (2002)	3
140	Bourne Identity, The (2002)	3.5
140	Minority Report (2002)	4
140	Austin Powers in Goldmember (2002)	3
140	Spirited Away (Sen to Chihiro no kamikakushi) (2001)	4.5
140	Lord of the Rings: The Two Towers, The (2002)	3.5
140	Catch Me If You Can (2002)	3
140	Chicago (2002)	3.5
140	Bruce Almighty (2003)	3
140	Finding Nemo (2003)	4.5
140	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	4
140	School of Rock (2003)	3
140	Matrix Revolutions, The (2003)	3.5
140	Big Fish (2003)	4.5
140	Kill Bill: Vol. 2 (2004)	3
140	Harry Potter and the Prisoner of Azkaban (2004)	4
140	Shaun of the Dead (2004)	4
140	Incredibles, The (2004)	4.5
140	Batman Begins (2005)	3.5
140	V for Vendetta (2006)	5
140	Cars (2006)	3.5
140	Departed, The (2006)	3
140	Hot Fuzz (2007)	5
140	300 (2007)	2.5
140	Knocked Up (2007)	3
140	Dark Knight, The (2008)	5
140	Kung Fu Panda (2008)	3
140	WALL¬∑E (2008)	5
140	Up (2009)	5
140	Hangover, The (2009)	3.5
140	(500) Days of Summer (2009)	3
140	Harry Potter and the Half-Blood Prince (2009)	4
140	Toy Story 3 (2010)	4
140	Interstellar (2014)	5
140	Ex Machina (2015)	4.5
140	Deadpool (2016)	5
140	Inside Out (2015)	4.5
140	The Revenant (2015)	4
141	Dead Man Walking (1995)	4
141	Seven (a.k.a. Se7en) (1995)	4
141	Broken Arrow (1996)	3
141	Crimson Tide (1995)	5
141	Showgirls (1995)	2
141	Disclosure (1994)	4
141	Dumb & Dumber (Dumb and Dumber) (1994)	3
141	Outbreak (1995)	3
141	Pulp Fiction (1994)	5
141	Clear and Present Danger (1994)	3
141	Forrest Gump (1994)	4
141	Lion King, The (1994)	4
141	Red Rock West (1992)	3
141	True Lies (1994)	4
141	Bad Company (1995)	3
141	Jurassic Park (1993)	3
141	Philadelphia (1993)	4
141	Schindler's List (1993)	5
141	Terminator 2: Judgment Day (1991)	3
141	Dances with Wolves (1990)	4
141	Batman (1989)	3
141	Beauty and the Beast (1991)	4
142	Forrest Gump (1994)	5
142	Monty Python and the Holy Grail (1975)	1
142	Breakfast Club, The (1985)	2
142	Austin Powers: The Spy Who Shagged Me (1999)	1
142	What Women Want (2000)	2
142	Shrek (2001)	5
142	Legally Blonde (2001)	5
142	Bourne Identity, The (2002)	2
142	How to Lose a Guy in 10 Days (2003)	4
142	Lizzie McGuire Movie, The (2003)	4.5
142	Finding Nemo (2003)	4
142	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	3
142	Uptown Girls (2003)	5
142	Under the Tuscan Sun (2003)	2.5
142	Love Actually (2003)	2
142	Along Came Polly (2004)	1
142	Win a Date with Tad Hamilton! (2004)	3
142	50 First Dates (2004)	5
142	Confessions of a Teenage Drama Queen (2004)	3
142	Notebook, The (2004)	4
142	Wedding Date, The (2005)	4
142	Just Like Heaven (2005)	2
142	Yours, Mine and Ours (2005)	3
142	What Happens in Vegas... (2008)	4
142	Kung Fu Panda (2008)	1
142	WALL¬∑E (2008)	2
142	House Bunny, The (2008)	3.5
142	Up (2009)	5
142	Hangover, The (2009)	5
142	(500) Days of Summer (2009)	5
142	Letters to Juliet (2010)	1
142	Toy Story 3 (2010)	4
142	Tangled (2010)	5
142	No Strings Attached (2011)	2.5
142	Perks of Being a Wallflower, The (2012)	2
142	Croods, The (2013)	4
143	Toy Story (1995)	3.5
143	GoldenEye (1995)	3
143	Sense and Sensibility (1995)	4
143	Ace Ventura: When Nature Calls (1995)	3
143	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	4
143	Seven (a.k.a. Se7en) (1995)	4.5
143	Braveheart (1995)	4.5
143	Batman Forever (1995)	3
143	Desperado (1995)	4
143	Waterworld (1995)	3.5
143	Dumb & Dumber (Dumb and Dumber) (1994)	3
143	Interview with the Vampire: The Vampire Chronicles (1994)	4.5
143	Pulp Fiction (1994)	4
143	Forrest Gump (1994)	4
143	Four Weddings and a Funeral (1994)	4
143	Lion King, The (1994)	4.5
143	True Lies (1994)	3
143	Addams Family Values (1993)	3
143	Beverly Hills Cop III (1994)	3
143	Jurassic Park (1993)	3
143	Piano, The (1993)	3.5
143	Robin Hood: Men in Tights (1993)	3.5
143	Schindler's List (1993)	3.5
143	Home Alone (1990)	3
143	Ghost (1990)	3.5
143	Terminator 2: Judgment Day (1991)	2
143	Dances with Wolves (1990)	5
143	Batman (1989)	3.5
143	Twister (1996)	3
143	Trainspotting (1996)	4
143	Nutty Professor, The (1996)	3
143	Ransom (1996)	3.5
143	Mary Poppins (1964)	4.5
143	Sound of Music, The (1965)	4.5
143	Fish Called Wanda, A (1988)	4
143	Crying Game, The (1992)	4
143	One Flew Over the Cuckoo's Nest (1975)	4
143	Alien (1979)	3
143	Dead Poets Society (1989)	3
143	Indiana Jones and the Last Crusade (1989)	4
143	Jerry Maguire (1996)	4
143	Face/Off (1997)	3
143	Men in Black (a.k.a. MIB) (1997)	3.5
143	Rain Man (1988)	3
143	Saving Private Ryan (1998)	3.5
143	Honey, I Shrunk the Kids (1989)	3
143	Shakespeare in Love (1998)	3.5
143	Austin Powers: The Spy Who Shagged Me (1999)	2
143	Blair Witch Project, The (1999)	3.5
143	Spartacus (1960)	3.5
143	Sixth Sense, The (1999)	4
143	American Beauty (1999)	4
143	Fight Club (1999)	4
143	Little Big Man (1970)	2.5
143	Erin Brockovich (2000)	3.5
143	Gladiator (2000)	4
143	Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)	4.5
143	Chocolat (2000)	4.5
143	O Brother, Where Art Thou? (2000)	3.5
143	Shrek (2001)	5
143	Mississippi Burning (1988)	3.5
143	Lord of the Rings: The Fellowship of the Ring, The (2001)	4.5
143	Spirited Away (Sen to Chihiro no kamikakushi) (2001)	4
143	Bowling for Columbine (2002)	3.5
143	Lord of the Rings: The Two Towers, The (2002)	4.5
143	Bend It Like Beckham (2002)	3.5
143	Finding Nemo (2003)	5
143	Pirates of the Caribbean: The Curse of the Black Pearl (2003)	5
143	Magdalene Sisters, The (2002)	3.5
143	Show Me Love (Fucking √Öm√•l) (1998)	4
143	Harry Potter and the Prisoner of Azkaban (2004)	4
143	Fahrenheit 9/11 (2004)	3.5
143	Jalla! Jalla! (2000)	4
144	Toy Story (1995)	5
144	Batman Forever (1995)	3
144	Crimson Tide (1995)	4
144	Waterworld (1995)	3
144	Dumb & Dumber (Dumb and Dumber) (1994)	3
144	Outbreak (1995)	3
144	Pulp Fiction (1994)	4
144	Shawshank Redemption, The (1994)	3
144	While You Were Sleeping (1995)	3
144	True Lies (1994)	3
144	Dances with Wolves (1990)	4
144	Batman (1989)	3
144	Beauty and the Beast (1991)	4
145	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	5
145	Addams Family Values (1993)	3.5
145	Jack (1996)	3
145	Hamlet (1996)	3
145	101 Dalmatians (One Hundred and One Dalmatians) (1961)	4
145	I Still Know What You Did Last Summer (1998)	2
145	General's Daughter, The (1999)	4
145	Misery (1990)	4
145	28 Days (2000)	3
145	Flatliners (1990)	4
145	8 Mile (2002)	3.5
145	2 Fast 2 Furious (Fast and the Furious 2, The) (2003)	1.5
145	50 First Dates (2004)	4.5
145	Illusionist, The (2006)	4
145	300 (2007)	3
146	Father of the Bride Part II (1995)	4.5
146	Desperado (1995)	4.5
146	Disclosure (1994)	5
146	Muriel's Wedding (1994)	1.5
146	Hot Shots! Part Deux (1993)	4
146	Pinocchio (1940)	3
146	Sneakers (1992)	4
146	Chasing Amy (1997)	5
147	Forrest Gump (1994)	4
147	Princess Bride, The (1987)	3
147	Lord of the Rings: The Fellowship of the Ring, The (2001)	3
147	Spirited Away (Sen to Chihiro no kamikakushi) (2001)	3
147	Harry Potter and the Chamber of Secrets (2002)	4
147	Lord of the Rings: The Two Towers, The (2002)	3
147	Finding Nemo (2003)	3
147	Harry Potter and the Prisoner of Azkaban (2004)	4
147	V for Vendetta (2006)	4
147	WALL¬∑E (2008)	4.5
147	Up (2009)	4
147	(500) Days of Summer (2009)	3.5
147	Harry Potter and the Half-Blood Prince (2009)	4
147	How to Train Your Dragon (2010)	3
147	Despicable Me (2010)	3.5
147	Tangled (2010)	4.5
147	Harry Potter and the Deathly Hallows: Part 2 (2011)	4
147	Rise of the Guardians (2012)	4.5
147	Paperman (2012)	5
147	Mis√©rables, Les (2012)	3
147	The Lego Movie (2014)	4
147	Guardians of the Galaxy (2014)	3.5
147	Big Hero 6 (2014)	3.5
147	The Imitation Game (2014)	4.5
147	Inside Out (2015)	4
147	Finding Dory (2016)	3
147	Piper (2016)	4.5
148	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	4
148	Johnny Mnemonic (1995)	3
148	Judge Dredd (1995)	2
148	Species (1995)	3
148	Star Wars: Episode IV - A New Hope (1977)	4
148	Timecop (1994)	2
148	Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)	1
148	Jurassic Park (1993)	3
148	RoboCop 3 (1993)	2
148	Terminator 2: Judgment Day (1991)	3
148	Heavy Metal (1981)	5
148	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)	5
148	Nutty Professor, The (1996)	4
148	Escape from L.A. (1996)	1
148	2001: A Space Odyssey (1968)	2
148	Lawnmower Man, The (1992)	3
148	Star Wars: Episode VI - Return of the Jedi (1983)	4
148	Alien (1979)	5
148	Terminator, The (1984)	4
148	Day the Earth Stood Still, The (1951)	5
148	Back to the Future (1985)	2
148	Blob, The (1958)	4
148	Star Trek: First Contact (1996)	4
148	Star Trek: The Motion Picture (1979)	1
148	Star Trek II: The Wrath of Khan (1982)	3
148	Mars Attacks! (1996)	4
148	Lost World: Jurassic Park, The (1997)	1
148	Men in Black (a.k.a. MIB) (1997)	2
148	Starship Troopers (1997)	5
148	Back to the Future Part III (1990)	2
148	Black Hole, The (1979)	1
148	Return from Witch Mountain (1978)	1
149	Grumpier Old Men (1995)	3
149	Father of the Bride Part II (1995)	3
149	Twelve Monkeys (a.k.a. 12 Monkeys) (1995)	5
149	Dead Man Walking (1995)	4
149	Mighty Aphrodite (1995)	4
149	Postman, The (Postino, Il) (1994)	3
149	Mr. Holland's Opus (1995)	3
149	Juror, The (1996)	3
149	Broken Arrow (1996)	3
149	Birdcage, The (1996)	5
149	Primal Fear (1996)	3
149	Time to Kill, A (1996)	4
149	Star Trek: First Contact (1996)	5
150	Toy Story (1995)	5
150	Grumpier Old Men (1995)	3
150	Dracula: Dead and Loving It (1995)	3
150	Mr. Holland's Opus (1995)	4
150	Big Bully (1996)	3
150	Broken Arrow (1996)	4
150	Mr. Wrong (1996)	4
150	Happy Gilmore (1996)	5
150	Birdcage, The (1996)	3
150	Billy Madison (1995)	4
150	Welcome to the Dollhouse (1995)	3
150	Eddie (1996)	3
150	James and the Giant Peach (1996)	3
150	Space Jam (1996)	4
150	Celtic Pride (1996)	3
